1458628	22993367	1
7760801	8625346	2
3059648	21454371	3
4798330	4798332	2
10347934	23677114	0
134256	289774	1
8381603	16362770	3
16208627	17156131	3
165907	454281	1
411631	8778961	2
334117	546905	1
4623012	8793826	2
7760	10731	1
411631	19142736	2
474316	776780	1
4127473	23677119	0
863587	939304	1
8612648	16351775	2
9817534	23677159	0
16224017	17456566	2
3324262	17468722	2
9053396	23677160	0
750146	6096495	0
8625347	8793825	2
202151	916274	1
8625347	22246374	2
607094	18471152	2
3252116	5551392	2
191378	23677114	0
353068	912097	1
14832605	23677117	0
13813372	23677115	0
14132965	14577834	3
1347808	14647876	3
2105651	7872663	3
2532321	12678589	2
4330733	23677119	0
3768629	21488868	2
116119	755767	1
18623183	18731109	2
367771	22246374	2
160204	520192	1
16929312	23677138	0
21964007	23677117	0
10278035	23677118	0
3024978	9830267	3
574904	23677115	0
8793826	18269744	2
3833951	22701184	3
157745	379079	1
1093295	9891024	3
18537582	23677114	0
1512797	3504795	3
10603757	23677119	0
47562	238834	1
81852	306235	3
13081725	23677116	0
23379092	23677119	0
9693856	16224017	1
11368570	23677117	0
1091728	1239587	3
8793825	19142737	2
7760800	19142736	1
16706229	19582152	2
15586571	23677118	0
4938100	13395222	2
3346748	23677111	0
8939074	15964688	3
189777	520600	1
6319402	8211013	3
2058791	9307757	3
2401	311165	1
2960922	23677118	0
9693857	14183083	2
15710018	23677115	0
16466519	18731110	2
8250730	11875445	3
5683443	23677150	0
11791000	23677119	0
13413406	23677114	0
13028547	19142736	2
303331	672106	1
17364814	23677118	0
28135	124388	1
2544486	23677119	0
10048070	23677115	0
290430	468947	1
523070	764085	1
813913	3024983	3
292999	14067271	3
6659731	14742330	2
174086	279854	1
12705405	23677114	0
357576	359836	1
10168688	23677148	0
13902980	18269744	1
8680491	11562173	3
5822585	18773070	3
1421558	2461168	2
334117	631361	1
11719427	18306143	1
1037736	2920425	1
41973	23677114	0
97594	154175	2
2711645	8778961	2
2532321	13783899	2
1934652	2641959	2
8143637	11733067	3
257201	21496578	3
12678588	17456566	2
1771182	1771183	2
15162448	23677112	0
20900644	23677116	0
14543930	23677134	0
488614	813588	1
14317425	16388708	2
14385474	23677117	0
367770	12614306	2
20543844	23677112	0
15571542	21870536	2
63863	889519	1
11507331	21069145	3
22507568	23677141	0
812803	942693	1
14869434	20983672	3
5102753	16458722	1
7024565	23677115	0
299389	801169	1
8704580	12875962	2
11999896	19250960	3
47756	536114	1
7545301	23677115	0
6037295	11904056	3
9141694	17052257	3
4069784	23677118	0
16820984	23677146	0
1142010	2874199	2
16466520	21488868	2
11548511	13902980	2
211685	314561	1
11319480	14183083	2
6061402	11548511	2
21457925	23390255	1
4623013	22246374	2
16351776	19912847	2
6396260	16448632	3
78966	258490	1
14223257	23677160	0
2746	28135	1
605829	927501	1
383565	681079	1
22490787	23677118	0
8267306	8788371	3
151248	389826	1
1421557	19142737	2
13335071	18560649	3
6825616	23677160	0
545112	19483244	3
3945057	15311521	3
922376	952021	1
12417891	23677111	0
281237	454281	1
325062	15571541	3
428005	556717	3
15758923	19321031	3
7458833	20619879	3
489465	820621	1
18116849	18875576	3
235245	823074	1
8400466	23677180	0
801887	858382	1
6491370	13395222	3
948487	19142736	2
145197	310580	1
682785	10816494	3
10398319	23677118	0
250596	4518933	2
250596	13783898	2
367770	6244937	2
6177898	23677119	0
1017586	5083901	3
581819	23677118	0
65492	853456	1
46785	125352	1
6244936	13783899	2
6373517	23677116	0
136563	299621	1
13902981	16351775	2
177742	789018	1
96238	145878	1
12835734	22480999	3
9817298	23677116	0
2962045	23677118	0
1113239	11799025	3
4471001	21488868	2
238320	259443	1
18757376	22716726	1
36983	396221	1
837155	3743381	3
10793696	22810500	2
275928	23677186	0
22081944	23677118	0
7132185	16224018	2
248729	23677119	0
12419668	23677150	0
13028546	21488869	2
12606395	15351863	2
17815062	19934218	2
22404216	23677118	0
3024983	22602225	3
23042814	23677112	0
4612220	16277943	3
4549019	23677112	0
17518311	23677115	0
2238218	20080077	3
298516	631361	1
1458628	4623013	2
10732	111978	1
